"","sound.files","selec","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf","class"
"1","Track70.wav",0,1,1.90487832167417,2.36751977315235,1.31005954816128,0.620028183099232,2.10309559525433,1.4830674121551,0.470588235294118,0.376470588235294,0.558823529411765,0.182352941176471,7.09801447317614,76.6170498350841,0.802893504953087,0.856980788091941,0.688064308628597,0.0622062509898933,0.658108520507813,0.04306640625,1.59345703125,1.550390625,6.66666666666667,0.04306640625,0.04306640625,0,0.302482160433071,"Banana"
"2","Track71.wav",0,1,2.12931120722263,2.96594698604334,1.30447435431066,0.526191342306293,2.07875591124045,1.55256456893416,0.124971655328798,0.071412374473599,0.20233506100853,0.130922686534931,12.9942441317336,234.553028007073,0.77277264954722,0.858764508027748,0.663629724205718,0.0742760426849782,0.614841672207447,0.04306640625,10.63740234375,10.5943359375,1.95121951219512,0.30146484375,10.63740234375,10.3359375,0.302482160433071,"Banana"
"3","Track72.wav",0,1,1.75329276805052,2.4283336322402,1.20037629350894,0.532925682031985,1.73157729695829,1.19865161492631,0.1374988895902,0.0896731888631741,0.215215653271618,0.125542464408444,12.6408636774318,229.393717379802,0.760009589424905,0.856267206175886,0.650771287803746,0.0605472244535087,0.48603515625,0.04306640625,1.50732421875,1.4642578125,4.88235294117647,0.64599609375,0.04306640625,-0.6029296875,0.302482160433071,"Banana"
"4","Track73.wav",0,1,1.65862392969255,2.6293892915021,1.07821341956346,0.442400970088925,1.56952303961196,1.12712206952304,0.113971277399849,0.0539863945578231,0.18595313681028,0.131966742252457,13.5659850334985,271.683912792961,0.752165583868917,0.861592441293237,0.648060181662373,0.0632837870707481,0.290230129076087,0.04306640625,0.64599609375,0.6029296875,3,0.30146484375,0.04306640625,-0.2583984375,0.302482160433071,"Banana"
"5","Track74.wav",0,1,1.82169087074819,2.49802741135552,1.22188024622272,0.537073307218803,1.86052042529379,1.32344711807499,0.16098108968358,0.0834716761322266,0.262339553558426,0.1788678774262,13.5237545046571,279.5101674229,0.779531457868623,0.856012645403786,0.66728878542559,0.066493344386793,0.525974961577869,0.04306640625,1.59345703125,1.550390625,10.7222222222222,0.64599609375,0.04306640625,-0.6029296875,0.302482160433071,"Banana"
"6","Track75.wav",0,1,1.82246617212437,2.41184524640662,1.24028188224596,0.556376449192998,1.9029324846556,1.3465560354626,0.325879734609893,0.219228185101201,0.420681111950953,0.201452926849752,8.28447913245871,97.5573049429762,0.794985794376334,0.855647318613429,0.680227463293877,0.0666417599294277,0.628500366210938,0.04306640625,1.59345703125,1.550390625,10.1666666666667,0.64599609375,0.04306640625,-0.6029296875,0.302482160433071,"Banana"
"7","Track76.wav",0,1,1.62214963515627,2.14258884728703,1.20932120818448,0.526956804157194,1.72020136407925,1.19324455992205,0.178687219568679,0.0714748878274714,0.279943310657596,0.208468422830125,8.26542854220475,100.782251833261,0.773937743663105,0.858277490098252,0.664253344123475,0.054730063357839,0.601583862304688,0.12919921875,1.50732421875,1.378125,12.125,0.47373046875,0.81826171875,0.34453125,0.302482160433071,"Banana"
"8","Track77.wav",0,1,1.64642297664089,2.31105482379003,1.1002532228361,0.481123388581952,1.64341620626151,1.16229281767956,0.265260432531221,0.159156259518733,0.377259281822182,0.218103022303449,9.22014703139993,122.243608593876,0.783801791171324,0.855837265476194,0.670806781631409,0.0537585719170782,0.469815340909091,0.04306640625,1.42119140625,1.378125,10.5,0.04306640625,0.21533203125,0.172265625,0.302482160433071,"Banana"
"9","Track78.wav",0,1,1.5266052896077,1.91739871936044,1.15030756886868,0.488365873228136,1.69015779620219,1.20179192297406,0.248306418219462,0.141889381839692,0.348811397022577,0.206922015182885,9.04063180959264,122.177838082882,0.774602964136431,0.856198264886799,0.663213713869783,0.0567552673805527,0.520834350585938,0.04306640625,1.42119140625,1.378125,10,0.04306640625,0.04306640625,0,0.302482160433071,"Banana"
"10","Track79.wav",0,1,1.5949215398693,2.06833391549391,1.14561105722599,0.434772065955383,1.71241513094083,1.27764306498545,0.242089381684432,0.135806238505901,0.354277143928438,0.218470905422536,10.1765681321309,156.122759365269,0.779657922574043,0.855987787904287,0.667377660466207,0.0579729973395439,0.448553185096154,0.12919921875,1.50732421875,1.378125,10,0.55986328125,0.21533203125,-0.34453125,0.302482160433071,"Banana"
